0000789019;7567652935;1200000000000;286556000000;102330000000;36477000000;35330000000;7379000000;7703000000;71807000000;184226000000;60675000000;8755000000;69420000000;7610000000;175552000000;7683000000;44281000000;10317000000;0;53000000;15693000000;10100000000;147000000;3214000000;1652000000;0000789019;1030000000;15441000000;1474000000;2591000000;0;5289000000;1262000000;0;9000000;763000000;1829000000;0;1000000000;1807000000;9382000000;0;6188000000;5176000000;8744000000;47807000000;52959000000;14723000000;24150000000;9389000000;10700000000;11000000;367000000;1600000000;2043000000;3122000000;0;0;1399000000;2220000000;975000000;29524000000;0;1483000000;1219000000;3537000000;7750000000;0;851000000;143015000000;12479000000;283000000;10200000000;5289000000;72178000000;447000000;0;0;7581000000;58000000;3677000000;13146000000;0;42026000000;2063000000;2577000000;22968000000;0;425;0;0;0;0;46078000000;0;17139000000;465000000;12500000000;0;6830000000;0;0;0;96937000000;0;0;0;0;0;0;23800000000;0;4444000000;291000000;0;0;877000000;0;0;0;0;0;647000000;0;0;0;0;0;7966000000;5111000000;411000000;53036000000;406000000;2750000000;0;0;3750000000;366000000;7303000000;0;66662000000;73000000;0;0;0;19269000000;0;3018000000;54000000;5250000000;72781000000;28920000000;1343000000;331000000;0;0;12100000000;1343000000;7500000000;434000000;0;0;0;5000000;0;3186000000;0;1
0001067983;1385994959;417300000000;817729000000;424791000000;137838000000;28536000000;6200000000;5900000000;101841000000;389166000000;38687000000;20904000000;0;2450919020;0;0;81417000000;6879000000;0;0;0;0;0;0;1183000000;0001067983;997000000;15979000000;950000000;3961000000;730000000;0;764000000;0;0;0;0;0;620000000;1374000000;0;0;0;74849000000;5818000000;81189000000;29250000000;0;402493000000;10102000000;8747000000;15086000000;3496000000;1317000000;1459000000;1988000000;0;0;1144000000;33821000000;0;0;0;1275000000;1082000000;0;0;10064000000;993000000;176512000000;9026000000;0;0;0;0;913000000;0;0;0;0;782000000;952000000;0;81882000000;19852000000;0;4850000000;1500000000;402;254616000000;68131;0;0;107041000000;1889000000;0;0;5415000000;0;0;0;0;35658000000;0;0;0;15436000000;102696000000;0;31051000000;0;0;0;3144000000;81792000000;30000000;0;19322000000;0;21566000000;0;0;0;0;0;0;0;0;5471000000;122000000;0;101520000000;0;4958000000;1700000000;428563000000;0;0;0;0;0;0;0;0;0;0;494000000;0;0;9402000000;0;0;0;0;5095000000;0;795000000;76000000;2500000000;0;8125000000;0;0;0;18706000000;84000000;276000000;1
0000034088;4232190744;324000000000;362597000000;191650000000;253018000000;233684000000;6633000000;5693000000;486702000000;163659000000;29716000000;5751000000;63989000000;4256000000;50052000000;0;14340000000;6800000000;560000000;8936000;23254000000;647000000;0;1924000000;1020000000;0000034088;1107000000;24361000000;698000000;830000000;0;741000000;513000000;0;125000;0;1116000000;0;455000000;1361000000;0;1211000000;4482000000;43682000000;0;14411000000;0;16363000000;421341000000;0;0;0;7735000000;0;1434000000;2753000000;15637000000;0;0;47000000;0;21100000000;7404000000;0;0;6171000000;0;18998000000;0;255583000000;0;0;1754000000;0;0;0;220000000;0;21416000000;518000000;3663000000;8844000000;36029000000;0;0;0;594000000;0;972;264938000000;0;0;0;0;3476000000;0;3107000000;7018000000;0;0;0;0;0;0;0;0;0;20056000000;6112000000;0;0;0;0;7653000000;14774000000;225000000;422000000;11398000000;0;4212000000;0;3914000000;287000000;0;0;0;0;0;2803000000;0;34000000;0;0;3316000000;0;421341000000;0;120000000;0;0;0;0;0;0;0;1214000000;0;3725000000;0;1261000000;0;20109000000;0;97000000;1000000;0;0;0;6200000000;0;225835000000;0;0;279000000;29918000000;0;0;1
0000072971;4099887226;208700000000;1927555000000;187146000000;9309000000;0;4900000000;5600000000;0;1739571000000;27601000000;4157000000;0;4393100000;0;4425400000;19549000000;5967000000;18834000000;22743879;8759000000;82000000;50915461;306000000;1045000000;0000072971;670000000;0;897000000;18852000000;0;0;750000000;60560;2118967;2005000000;0;300000;597000000;1006000000;0;0;0;15731000000;7403000000;24093000000;0;0;166697000000;3516000000;0;1970000000;1207000000;388000000;1212000000;1672000000;0;8112456;308000000;0;0;0;363000000;358000000;271000000;5244000000;1853000000;0;235000000;0;0;246000000;29000000;1234000000;233052000000;200000000;0;0;0;1706000000;5804000000;5500000000;0;26390000000;0;0;24533000000;0;866;85063000000;94104;0;236000000;0;1458000000;5369000000;0;0;1056000000;0;291000000;1000000;0;0;880000000;1174000000;6924000000;24198000000;6054000000;0;0;713000000;154000000;890000000;0;4544000000;1100000000;0;0;4978000000;108000000;0;123000000;577000000;0;61049000000;0;1654000000;48927000000;0;0;0;0;24402000000;0;187984000000;39646000000;91000000;0;959000000;0;0;0;0;0;0;896000000;0;48771064;19371000000;0;0;380000000;378000000;60996000000;428597000000;3800000000;2530000000;0;0;68831000000;170141;7557000000;5000000;11116000000;0;314000000;1
0000200406;2634721257;368000000000;157728000000;0;17658000000;25674000000;957000000;985000000;43332000000;98257000000;23416000000;2209000000;35964000000;2645100000;45274000000;2684300000;15119000000;1094000000;925000000;5769000;1100000000;585900000;16769000;0;254000000;0000200406;109000000;3498000000;197000000;318000000;0;977000000;141000000;111637000;1199000;0;308000000;0;86000000;215000000;8544000000;269000000;716000000;0;4685000000;0;0;5695000000;110659000000;13154000000;0;2406000000;696000000;4500000000;307000000;201000000;0;14785000;4300000000;283000000;0;14481000000;0;4500000000;4100000000;1941000000;23480000000;7009000000;4100000000;82059000000;11948000000;315000000;823000000;0;27594000000;4000000000;650000000;54862000;11734000000;1210000000;0;3900000000;0;33639000000;9020000000;289000000;6746000000;10000000000;732;0;08933;10087000000;0;27556000000;0;36634000000;277000000;0;188000000;3354000000;807000000;4478000000;0;54503000000;154000000;223000000;0;0;896000000;47643000000;0;116000000;2744000000;81000000;0;164000000;235000000;22178000000;2392000000;0;0;300000000;249000000;76000000;0;0;9715000000;139000000;1797000000;0;226000000;18163000000;546000000;2106000000;5810000000;110659000000;1100000000;408000000;0;0;26494000000;0;0;0;0;300000000;0;0;0;1552000000;0;13785000000;0;105000000;2823000000;0;0;0;230000000000;0;38417000000;2975000;4191000000;16000000;37188000000;0;0;1
0000040545;8740232000;90100000000;801071000000;28316000000;43290000000;251000000;3272000000;3459000000;75187000000;242640000000;33515000000;1309000000;0;8724000000;0;8724000000;102192000000;3737000000;3816000000;0;0;0;0;0;655000000;0000040545;575000000;5813000000;561000000;0;462045000000;400000000;465000000;458000000;0;0;888000000;450000000;375000000;766000000;17702000000;0;0;8042000000;2551000000;104472000000;10436000000;0;87732000000;10857000000;4026000000;138000000;631000000;1569000000;834000000;914000000;0;7000000;1274000000;4439000000;0;16769000000;0;1358000000;1173000000;146000000;10653000000;5595000000;1081000000;154927000000;17931000000;0;515000000;475000000;32917000000;1107000000;0;335000000;16583000000;0;746000000;4169000000;823000000;26734000000;14104000000;3904000000;10000000;0;617;164876000000;02210;0;0;70029000000;1176000000;21510000000;1109000000;2228000000;0;5114000000;0;185000000;0;5780000000;0;0;0;102427000000;0;10653000000;0;0;2008000000;0;102200000000;2641000000;0;13949000000;0;0;0;0;403000000;0;34000000;34405000000;0;0;4685000000;0;874000000;0;0;4994000000;447000000;87732000000;11226000000;500000000;9889000000;400190000000;25895000000;0;0;0;0;0;0;2977000000;0;2842000000;67155000000;643000000;0;1927000000;991000000;49261000000;2701000000;0;0;245000000;82797000000;11000000;0;214000000;71756000000;0;136000000;1
0000019617;3073976616;354989423493;2687379000000;261330000000;25813000000;6121000000;8190000000;8505000000;0;2426049000000;29387000000;8114000000;0;3221500000;0;3230400000;36431000000;10090000000;29918000000;23811000;8760000000;28754000;52239000;557000000;1447000000;0000019617;1585000000;0;1257000000;26795000000;32987000000;0;1081000000;5527000;1627000;1778000000;1572000000;0;944000000;1604000000;0;0;0;15487000000;7165000000;39507000000;0;0;223211000000;0;4157000000;949000000;0;0;2057000000;3757000000;0;6923000;0;40150000000;1100000000;0;0;0;0;3284000000;0;0;0;0;8203000000;75000000;693000000;0;197100000000;0;0;5522000;0;709000000;1413000000;4024000000;2852000000;47823000000;0;0;24001000000;0;212;115627000000;10179;7284000000;220000000;0;1873000000;0;0;5624000000;0;0;503000000;539071000;88522000000;0;0;0;0;44545000000;0;0;0;0;2103000000;4683000000;0;3076000000;952000000;0;0;0;0;0;871000000;0;0;0;0;0;45800000000;0;0;44545000000;0;19600000000;0;0;38300000000;10000000;0;65000000;0;0;538971000;17949000000;0;0;0;0;0;29700000000;0;7875000000;0;706000000;0;928185000000;2800000000;5000000000;0;216000000;83049000000;0;0;0;17069000000;1569000000;0;1
0000104169;0;155125468742;219295000000;72496000000;104317000000;81493000000;17424000000;17964000000;185810000000;15100000000;27753000000;4281000000;77477000000;2929000000;61897000000;2945000000;6670000000;26257000000;2348000000;0;6475000000;386000000;0;2448000000;2358000000;0000104169;8293000000;10344000000;2138000000;0;0;773000000;1932000000;23955000;0;493000000;2614000000;0;1728000000;2587000000;47060000000;1793000000;16171000000;8527000000;4751000000;6745000000;21957000000;14822000000;80785000000;0;0;329000000;1131000000;0;2670000000;15514000000;288000000;6496000;0;742000000;0;0;0;0;0;2763000000;0;0;0;510329000000;4027000000;0;0;0;45396000000;0;260000000;0;0;663000000;2151000000;1305000000;4175000000;31181000000;44269000000;0;7410000000;3000000000;479;514405000000;72716;4500000000;35000000;0;0;0;0;0;1655000000;6504000000;0;0;0;0;1420000000;1856000000;0;0;14118000000;0;3000000000;1233000000;1495000000;564000000;7179000000;75000000;1291000000;107147000000;3623000000;0;0;0;203000000;1063000000;8504000;2965000000;22159000000;6891000000;3009000000;0;0;11460000000;245000000;2830000000;14656000000;80785000000;0;620000000;0;0;43520000000;0;0;0;6765000000;0;0;1831000000;0;4652000000;0;3018000000;0;107000000;3784000000;0;1100000000;0;0;0;0;0;3982000000;31000000;0;1395000000;691000000;1
0000080424;2486086692;304000000000;115095000000;0;21271000000;22122000000;850000000;891000000;43393000000;67516000000;17403000000;2731000000;30011000000;2487100000;22473000000;2625800000;13027000000;1023000000;0;1516;0;264000000;5493;442000000;0;0000080424;132000000;3073000000;0;465000000;0;0;0;164741000;135;292000000;271000000;6000000;0;0;11260000000;239000000;652000000;0;3327000000;11798000000;15706000000;6863000000;94918000000;5376000000;0;0;931000000;360000000;347000000;0;0;28722000;291000000;11942000000;3500000000;4951000000;0;310000000;280000000;1266000000;0;3013000000;268000000;0;4203000000;166000000;251000000;0;0;250000000;150000000;102702000;10211000000;39000000;126000000;466000000;1413000000;40273000000;5017000000;276000000;7405000000;0;513;70950000000;45202;8656000000;0;35250000000;0;8544000000;637000000;0;0;1623000000;1455000000;5241000000;0;0;0;263000000;0;0;1143000000;24215000000;0;0;1769000000;351000000;13103000000;184000000;317000000;19994000000;2218000000;0;2019000000;438000000;82000000;0;0;63827000000;9054000000;244000000;2830000000;0;0;0;421000000;2425000000;58000000;94918000000;2508000000;60000000;0;3045000000;20395000000;52700000;4111000000;0;0;1800000000;0;0;0;2481000000;0;0;0;21000000;2447000000;0;278000000;0;0;0;100406000000;0;3550000000;12000000;17037000000;11000000;0;1
0000078003;5547639005;241000000000;167489000000;63143000000;13967000000;16789000000;1400000000;1324000000;30756000000;104042000000;12588000000;1384000000;37304000000;5569000000;32803000000;5675000000;16273000000;1530000000;1587000000;39246000;9215000000;454000000;122654000;1927000000;0;0000078003;206000000;2176000000;0;1574000000;0;718000000;0;88600000;7826000;9000000;346000000;36000000;0;0;4220000000;276000000;1400000000;11988000000;0;15908000000;0;4450000000;97670000000;65037000000;0;614000000;196000000;4700000000;416000000;0;468000000;15964000;3391000000;125000000;0;8724000000;0;3477000000;3151000000;668000000;26387000000;6010000000;2851000000;51750000000;7288000000;518000000;10000000;0;5000000000;2602000000;0;0;6910000000;1258000000;326000000;5381000000;1226000000;58653000000;8283000000;742000000;8865000000;15000000000;212;0;10017;5600000000;275000000;10219000000;700000000;91425000000;1050000000;3664000000;252000000;2720000000;261000000;960000000;0;0;210000000;300000000;0;31301000000;1700000000;35370000000;1800000000;267000000;2900000000;9000000;16302000000;1730000000;659000000;14350000000;0;0;394000000;362000000;383000000;248000000;1181000;87428000000;0;2040000000;0;0;527000000;0;0;0;10900000000;97670000000;0;36000000;0;4525000000;35955000000;0;0;0;0;0;0;0;0;0;34820000000;9751000000;0;1109000000;6806000000;0;0;0;0;0;110801000000;55000;0;0;16535000000;0;328000000;1
